System Thermodynamic Data:
index Pressure Temperature mass F phi H S V Cp dVdP*10^6 dVdT*10^6 fO2(absolute) fO2-(NNO) rhol rhos viscosity aH2O chisqr
176 7000.00 1087.94 58.098310 0.9935302459294411 0.995259 -710923.933405 169.710988 23.126739 85.728462 -231.618862 3686.618500 -8.956 0.000 2.507806 3.428318 1.813 n/a n/a
146 1000.00 1102.29 81.445881 0.9898010793100653 0.989508 -1013818.851550 229.128439 33.438180 121.283210 -625.190904 5015.661067 -8.765 0.000 2.436436 2.367764 2.159 n/a n/a
176 4000.00 1058.45 61.919601 0.9915237569755065 0.994230 -767454.736908 178.567950 25.341925 91.496220 -380.552311 4214.529263 -9.362 0.000 2.436715 3.589456 2.065 n/a n/a
177 7000.00 1085.94 57.723637 0.9936152199965940 0.995330 -706700.158155 168.629652 22.995756 85.141551 -230.992714 3674.810002 -8.983 0.000 2.505862 3.431792 1.825 n/a n/a
166 10000.00 1127.61 57.199367 0.9877197203573038 0.991567 -690249.529027 168.618979 22.363818 84.163601 -116.665113 3541.461457 -8.437 0.000 2.547750 3.724607 1.595 n/a n/a
147 1000.00 1100.29 80.615696 0.9899538820550547 0.989684 -1003680.356455 226.718000 33.110584 119.977421 -618.628412 4971.530071 -8.792 0.000 2.435405 2.370999 2.175 n/a n/a
177 4000.00 1056.45 61.398794 0.9923548687898576 0.994735 -762198.287762 177.147024 25.172235 90.733892 -379.625441 4198.267256 -9.390 0.000 2.433312 3.541688 2.081 n/a n/a
167 10000.00 1125.61 56.496174 0.9924201668490423 0.994809 -682085.612116 166.770621 22.140616 83.185696 -116.037283 3525.595418 -8.463 0.000 2.545570 3.726303 1.602 n/a n/a
178 7000.00 1083.94 57.356290 0.9936981949389205 0.995399 -702566.880677 167.568412 22.867352 84.566342 -230.375863 3663.178623 -9.010 0.000 2.503932 3.435354 1.836 n/a n/a
148 1000.00 1098.29 79.806302 0.9901034261687111 0.989855 -993803.568741 224.366829 32.791275 118.704664 -612.256308 4928.502103 -8.818 0.000 2.434376 2.374265 2.191 n/a n/a
178 4000.00 1054.45 60.933303 0.9925188645553861 0.994855 -757400.624717 175.850727 25.016670 90.033981 -378.718470 4182.801615 -9.418 0.000 2.429988 3.541645 2.098 n/a n/a
179 7000.00 1081.94 56.996047 0.9937791935194745 0.995466 -698521.475935 166.526660 22.741451 84.002481 -229.768047 3651.718450 -9.037 0.000 2.502015 3.439009 1.848 n/a n/a
168 10000.00 1123.62 56.067176 0.9924721308569504 0.994852 -677245.791206 165.545740 21.991522 82.529166 -115.458551 3512.250279 -8.488 0.000 2.543392 3.727999 1.609 n/a n/a
179 4000.00 1052.44 60.481241 0.9926772981570935 0.994971 -752742.510039 174.589332 24.865356 89.354075 -377.825728 4167.721520 -9.447 0.000 2.426743 3.541622 2.114 n/a n/a
149 1000.00 1096.28 79.016978 0.9902498255161730 0.990023 -984179.389191 222.072868 32.479964 117.463794 -606.066784 4886.538140 -8.845 0.000 2.433348 2.377560 2.206 n/a n/a
169 10000.00 1121.62 55.644347 0.9925251508410720 0.994895 -672480.619936 164.338474 21.844572 81.882537 -114.888696 3499.088419 -8.514 0.000 2.541218 3.729695 1.616 n/a n/a
180 7000.00 1079.94 56.642688 0.9938582392473877 0.995532 -694561.407703 165.503803 22.617978 83.449626 -229.169016 3640.423741 -9.064 0.000 2.500110 3.442761 1.859 n/a n/a
150 1000.00 1094.28 78.247039 0.9903931887413736 0.990188 -974799.139840 219.834155 32.176377 116.253720 -600.052446 4845.601002 -8.871 0.000 2.432321 2.380886 2.222 n/a n/a
181 7000.00 1077.94 56.296004 0.9939353566038884 0.995597 -690684.226539 164.499268 22.496864 82.907445 -228.578530 3629.288925 -9.092 0.000 2.498217 3.446616 1.871 n/a n/a
170 10000.00 1119.62 55.228547 0.9905460824270029 0.992956 -667848.198192 163.117678 21.701557 81.201159 -114.360102 3487.545444 -8.540 0.000 2.538735 3.415580 1.622 n/a n/a
151 1000.00 1092.28 77.495829 0.9905336195728582 0.990349 -965654.539878 217.648818 31.880251 115.073400 -594.206285 4805.655240 -8.898 0.000 2.431295 2.384243 2.237 n/a n/a
180 4000.00 1050.44 60.041838 0.9927278351497231 0.995004 -748217.329729 173.359385 24.717598 88.688865 -376.927718 4152.762956 -9.475 0.000 2.423555 3.536019 2.131 n/a n/a
171 10000.00 1117.63 54.705926 0.9921508951338386 0.994491 -661783.451146 161.677249 21.516664 80.433183 -113.768320 3472.797179 -8.565 0.000 2.536508 3.622550 1.628 n/a n/a
152 1000.00 1090.28 76.762722 0.9906712171143032 0.990506 -956737.683201 215.515067 31.591334 113.921838 -588.521654 4766.667044 -8.925 0.000 2.430271 2.387633 2.253 n/a n/a
183 7000.00 1073.94 55.621851 0.9940839113155090 0.995721 -683169.150965 162.542965 22.261436 81.853833 -227.422273 3607.477518 -9.147 0.000 2.494466 3.454657 1.894 n/a n/a
172 10000.00 1115.63 54.276044 0.9922459966433830 0.994567 -656916.237969 160.456266 21.366629 79.776667 -113.228251 3460.048371 -8.591 0.000 2.534296 3.625599 1.635 n/a n/a
181 4000.00 1048.43 59.608561 0.9928689655356938 0.995108 -743685.869132 172.145809 24.571776 88.031483 -376.041302 4138.124295 -9.504 0.000 2.420438 3.535866 2.148 n/a n/a
153 1000.00 1088.28 76.047123 0.9908060761293608 0.990661 -948041.017481 213.431194 31.309389 112.798083 -582.992241 4728.604143 -8.952 0.000 2.429249 2.391056 2.269 n/a n/a
184 7000.00 1071.94 55.293991 0.9941554063462564 0.995781 -679526.776672 161.590138 22.146991 81.341792 -226.856066 3596.790611 -9.174 0.000 2.492605 3.458854 1.906 n/a n/a
182 4000.00 1046.43 59.186743 0.9930158128197430 0.995215 -739269.398570 170.962158 24.429622 87.391265 -375.168071 4123.827617 -9.532 0.000 2.417391 3.536298 2.164 n/a n/a

154 1000.00 1086.27 75.348458 0.9909382872642500 0.990812 -939557.324649 211.395566 31.034185 111.701228 -577.612055 4691.435725 -8.979 0.000 2.428228 2.394514 2.285 n/a n/a
185 7000.00 1069.94 54.972027 0.9942250896978296 0.995840 -675958.327554 160.653518 22.034643 80.839205 -226.297532 3586.242971 -9.202 0.000 2.490755 3.463176 1.918 n/a n/a
174 10000.00 1111.63 53.441714 0.9924336163858603 0.994717 -647488.787116 158.084617 21.075400 78.503605 -112.181606 3435.207905 -8.643 0.000 2.529919 3.631602 1.648 n/a n/a
155 1000.00 1084.27 74.666183 0.9910679373214393 0.990960 -931279.702645 209.406621 30.765504 110.630401 -572.375401 4655.132354 -9.006 0.000 2.427209 2.398006 2.300 n/a n/a
183 4000.00 1044.42 58.776525 0.9931581695472579 0.995319 -734976.382128 169.808744 24.291177 86.768515 -374.307538 4109.859855 -9.561 0.000 2.414412 3.536746 2.180 n/a n/a
186 7000.00 1067.94 54.655778 0.9942929986113995 0.995897 -672461.766862 159.732619 21.924331 80.345791 -225.746475 3575.829858 -9.229 0.000 2.488912 3.467628 1.930 n/a n/a
175 10000.00 1109.64 53.036882 0.9925257050647374 0.994790 -642923.840173 156.932849 20.934070 77.886428 -111.674567 3423.105352 -8.669 0.000 2.527753 3.634525 1.655 n/a n/a
156 1000.00 1082.27 73.999775 0.9911951094583400 0.991106 -923201.548394 207.462863 30.503137 109.584773 -567.276865 4619.665895 -9.033 0.000 2.426192 2.401534 2.316 n/a n/a
184 4000.00 1042.42 58.377445 0.9932962216133990 0.995420 -730801.947692 168.684365 24.156297 86.162540 -373.459221 4096.207456 -9.590 0.000 2.411500 3.537210 2.197 n/a n/a
187 7000.00 1065.94 54.345070 0.9943591754434360 0.995953 -669035.138556 158.826972 21.815998 79.861283 -225.202710 3565.546711 -9.257 0.000 2.487078 3.472216 1.942 n/a n/a
176 10000.00 1107.64 52.640003 0.9926163407185832 0.994862 -638454.810725 155.803026 20.795502 77.281715 -111.178072 3411.207022 -8.695 0.000 2.525604 3.637371 1.662 n/a n/a
157 1000.00 1080.27 73.348734 0.9913198834025329 0.991248 -915316.541867 205.562863 30.246884 108.563547 -562.311295 4585.009446 -9.060 0.000 2.425177 2.405098 2.332 n/a n/a
185 4000.00 1040.42 57.989063 0.9934301458432321 0.995517 -726741.474669 167.587879 24.024841 85.572682 -372.622663 4082.857582 -9.619 0.000 2.408652 3.537689 2.213 n/a n/a
188 7000.00 1063.94 54.039737 0.9944236688972723 0.996008 -665676.567663 157.936123 21.709588 79.385419 -224.666060 3555.389149 -9.285 0.000 2.485252 3.476943 1.955 n/a n/a
177 10000.00 1105.64 52.250868 0.9927052546001905 0.994932 -634079.146528 154.694556 20.659623 76.689124 -110.691884 3399.506941 -8.721 0.000 2.523470 3.640120 1.668 n/a n/a
186 4000.00 1038.41 57.610964 0.9935601104330861 0.995612 -722790.578401 166.518206 23.896678 84.998317 -371.797429 4069.798066 -9.648 0.000 2.405867 3.538182 2.229 n/a n/a
158 1000.00 1078.26 72.712580 0.9914423356443246 0.991388 -907618.631170 203.705249 29.996552 107.565960 -557.473786 4551.137269 -9.087 0.000 2.424164 2.408701 2.348 n/a n/a
189 7000.00 1061.95 53.739617 0.9944865353976531 0.996061 -662384.261127 157.059639 21.605049 78.917953 -224.136357 3545.352987 -9.313 0.000 2.483431 3.481814 1.967 n/a n/a
187 4000.00 1036.41 57.242752 0.9936862753713245 0.995704 -718945.095644 165.474317 23.771682 84.438853 -370.983105 4057.017371 -9.677 0.000 2.403144 3.538688 2.245 n/a n/a
178 10000.00 1103.65 51.869259 0.9927921153066908 0.995000 -629794.196716 153.606824 20.526358 76.108301 -110.215760 3387.998772 -8.747 0.000 2.521352 3.642750 1.675 n/a n/a
159 1000.00 1076.26 72.090856 0.9915625396208139 0.991525 -900102.018585 201.888708 29.751958 106.591282 -552.759669 4518.024732 -9.115 0.000 2.423154 2.412342 2.364 n/a n/a
190 7000.00 1059.95 53.444555 0.9945478406115998 0.996114 -659156.509131 156.197102 21.502328 78.458647 -223.613446 3535.434244 -9.341 0.000 2.481617 3.486831 1.979 n/a n/a
179 10000.00 1101.65 51.494948 0.9928764840521317 0.995066 -625597.180193 152.539186 20.395627 75.538868 -109.749448 3376.675632 -8.774 0.000 2.519248 3.645234 1.682 n/a n/a
160 1000.00 1074.26 71.483121 0.9916805658812893 0.991660 -892761.147473 200.111983 29.512926 105.638813 -548.164492 4485.648250 -9.142 0.000 2.422146 2.416022 2.380 n/a n/a
191 7000.00 1057.95 53.154403 0.9946076609831733 0.996165 -655991.686905 155.348114 21.401377 78.007274 -223.097178 3525.629162 -9.369 0.000 2.479809 3.491996 1.992 n/a n/a
188 4000.00 1034.40 56.884054 0.9938087928542062 0.995792 -715201.071058 164.455238 23.649735 83.893727 -370.179298 4044.504548 -9.706 0.000 2.400481 3.539207 2.261 n/a n/a
180 10000.00 1099.65 51.127687 0.9929577341191329 0.995130 -621485.130194 151.490953 20.267345 74.980421 -109.292681 3365.529762 -8.800 0.000 2.517158 3.647546 1.689 n/a n/a
161 1000.00 1072.26 70.888953 0.9917964822545834 0.991792 -885590.690006 198.373867 29.279287 104.707881 -543.684011 4453.985233 -9.170 0.000 2.421141 2.419744 2.396 n/a n/a
189 4000.00 1032.40 56.534513 0.9939278076799434 0.995879 -711554.744621 163.460041 23.530724 83.362403 -369.385632 4032.249201 -9.735 0.000 2.397877 3.539739 2.277 n/a n/a
192 7000.00 1055.95 52.869021 0.9946660852800321 0.996215 -652888.256949 154.512296 21.302151 77.563620 -222.587418 3515.934220 -9.397 0.000 2.478005 3.497308 2.004 n/a n/a
162 1000.00 1070.25 70.307950 0.9919103539862494 0.991922 -878585.535649 196.673201 29.050879 103.797842 -539.314178 4423.014032 -9.197 0.000 2.420139 2.423507 2.412 n/a n/a
181 10000.00 1097.65 50.767207 0.9930348890688699 0.995190 -617454.796977 150.461364 20.141420 74.432508 -108.845157 3354.551911 -8.826 0.000 2.515080 3.649656 1.696 n/a n/a
190 4000.00 1030.39 56.193791 0.9940434576186299 0.995962 -708002.539905 162.487846 23.414541 82.844374 -368.601752 4020.241453 -9.765 0.000 2.395329 3.540282 2.293 n/a n/a
193 7000.00 1053.95 52.588275 0.9947232159316307 0.996264 -649844.771608 153.689289 21.204605 77.127484 -222.084039 3506.346160 -9.425 0.000 2.476205 3.502765 2.017 n/a n/a
163 1000.00 1068.25 69.739681 0.9892314463740186 0.988082 -871794.372835 194.968427 28.859308 102.860640 -578.284297 4426.368532 -9.225 0.000 2.419352 2.183444 2.428 n/a n/a
182 10000.00 1095.66 50.413193 0.9931062458707361 0.995245 -613502.468585 149.449533 20.017744 73.894595 -108.406507 3343.730032 -8.853 0.000 2.513012 3.651547 1.703 n/a n/a
191 4000.00 1028.39 55.861565 0.9941558737814558 0.996043 -704541.053144 161.537813 23.301084 82.339156 -367.827316 4008.471913 -9.794 0.000 2.392838 3.540836 2.309 n/a n/a
194 7000.00 1051.95 52.312041 0.9947791700624613 0.996312 -646859.875849 152.878756 21.108698 76.698677 -221.586927 3496.862003 -9.454 0.000 2.474409 3.508364 2.029 n/a n/a
164 1000.00 1066.25 68.989100 0.9844492364279346 0.981240 -862550.115220 192.722070 28.613342 101.612862 -647.649754 4442.553674 -9.253 0.000 2.418968 1.998587 2.443 n/a n/a
183 10000.00 1093.66 50.065256 0.9931682707499538 0.995294 -609623.608410 148.454338 19.896185 73.365992 -107.976204 3333.045868 -8.880 0.000 2.510949 3.653251 1.710 n/a n/a
192 4000.00 1026.38 55.537530 0.9942651809625704 0.996122 -701167.043042 160.609144 23.190254 81.846289 -367.062000 3996.931651 -9.824 0.000 2.390401 3.541401 2.325 n/a n/a
165 1000.00 1064.25 67.916660 0.9848802571127877 0.981776 -848804.511623 189.645338 28.169783 99.964536 -633.136848 4373.657384 -9.281 0.000 2.418598 2.000341 2.458 n/a n/a
195 7000.00 1049.95 52.040202 0.9948340799269499 0.996360 -643932.310070 152.080381 21.014391 76.277023 -221.095979 3487.479072 -9.482 0.000 2.472616 3.514096 2.042 n/a n/a
193 4000.00 1024.38 55.221394 0.9943714979642434 0.996198 -697877.421266 159.701079 23.081961 81.365334 -366.305495 3985.612162 -9.853 0.000 2.388018 3.541977 2.341 n/a n/a
184 10000.00 1091.66 49.722766 0.9930071009613629 0.995239 -605818.649141 147.468322 19.775680 72.841123 -107.532485 3321.819968 -8.906 0.000 2.508702 3.692707 1.717 n/a n/a
166 1000.00 1062.25 66.890152 0.9852897913114927 0.982287 -835655.060953 186.697664 27.745235 98.386754 -619.422650 4307.806670 -9.309 0.000 2.418241 2.002119 2.472 n/a n/a
196 7000.00 1047.95 51.772651 0.9948880926063849 0.996406 -641060.912677 151.293874 20.921650 75.862364 -220.611102 3478.195017 -9.511 0.000 2.470827 3.519953 2.055 n/a n/a
194 4000.00 1022.38 54.912879 0.9944749379135753 0.996273 -694669.243566 158.812892 22.976114 80.895872 -365.557506 3974.505352 -9.883 0.000 2.385686 3.542561 2.356 n/a n/a
197 7000.00 1045.95 51.509290 0.9949413686801116 0.996452 -638244.622182 150.518970 20.830439 75.454552 -220.132218 3469.007831 -9.539 0.000 2.469040 3.525923 2.068 n/a n/a
195 4000.00 1020.37 54.611719 0.9945756085612233 0.996345 -691539.701495 157.943893 22.872630 80.437506 -364.817750 3963.603502 -9.913 0.000 2.383406 3.543156 2.372 n/a n/a
185 10000.00 1089.67 49.374673 0.9927488284954770 0.995051 -601963.873987 146.468435 19.654718 72.305983 -107.087596 3310.366149 -8.933 0.000 2.506292 3.680329 1.725 n/a n/a
167 1000.00 1060.24 65.907457 0.9835685081066713 0.980373 -823118.832172 183.839826 27.354739 96.829117 -627.077439 4259.446085 -9.337 0.000 2.417215 2.017065 2.491 n/a n/a
196 4000.00 1018.37 54.317663 0.9946736125425450 0.996415 -688486.114664 157.093421 22.771428 79.989854 -364.085956 3952.899256 -9.943 0.000 2.381175 3.543758 2.388 n/a n/a
186 10000.00 1087.67 49.016259 0.9928685199015201 0.995143 -597977.510182 145.450949 19.531116 71.763378 -106.648125 3298.934726 -8.960 0.000 2.503914 3.684856 1.733 n/a n/a
198 7000.00 1043.95 51.250031 0.9949940797232356 0.996498 -635482.478516 149.755426 20.740731 75.053460 -219.659258 3459.915865 -9.568 0.000 2.467256 3.531990 2.081 n/a n/a
168 1000.00 1058.24 64.832350 0.9754792389189858 0.972032 -809758.599334 180.626802 26.969207 94.987266 -686.123646 4240.163515 -9.365 0.000 2.412464 2.107662 2.531 n/a n/a
197 4000.00 1016.36 54.030469 0.9947690476762167 0.996483 -685505.923500 156.260848 22.672431 79.552554 -363.361868 3942.385595 -9.973 0.000 2.378992 3.544370 2.403 n/a n/a
187 10000.00 1085.67 48.666308 0.9929880433426513 0.995234 -594092.042574 144.456401 19.410403 71.233911 -106.219355 3287.731919 -8.987 0.000 2.501569 3.689107 1.741 n/a n/a
198 4000.00 1014.36 53.749906 0.9948620071959672 0.996549 -682596.682483 155.445572 22.575566 79.125260 -362.645238 3932.055817 -10.003 0.000 2.376858 3.544989 2.419 n/a n/a
199 7000.00 1041.95 50.994799 0.9950464045337801 0.996543 -632773.623354 149.003030 20.652498 74.658973 -219.192166 3450.917837 -9.597 0.000 2.465475 3.538137 2.094 n/a n/a
188 10000.00 1083.67 48.324666 0.9931064731645804 0.995325 -590305.529940 143.484331 19.292517 70.717317 -105.801099 3276.754553 -9.014 0.000 2.499258 3.693165 1.749 n/a n/a
170 1000.00 1054.24 61.752988 0.9769317324548822 0.973667 -773321.501915 172.051459 25.781197 90.320895 -646.010321 4041.716606 -9.421 0.000 2.403304 2.098287 2.610 n/a n/a
200 7000.00 1039.95 50.743524 0.9950985240422537 0.996588 -630117.299345 148.261594 20.565715 74.270992 -218.730898 3442.012836 -9.626 0.000 2.463697 3.544348 2.107 n/a n/a
199 4000.00 1012.35 53.475755 0.9949525799867520 0.996614 -679756.053817 154.647018 22.480762 78.707638 -361.935829 3921.903523 -10.033 0.000 2.374769 3.545616 2.434 n/a n/a
189 10000.00 1081.68 47.991142 0.9932233675061174 0.995413 -586615.570981 142.534188 19.177384 70.213279 -105.393131 3265.998190 -9.041 0.000 2.496982 3.697080 1.757 n/a n/a
171 1000.00 1052.23 60.334990 0.9776084985139745 0.974427 -756542.156796 168.095868 25.233296 88.172578 -627.769167 3950.115362 -9.450 0.000 2.398894 2.093575 2.649 n/a n/a
190 10000.00 1079.68 47.665526 0.9933384942499971 0.995500 -583019.591172 141.605387 19.064928 69.721462 -104.995211 3255.457763 -9.068 0.000 2.494740 3.700883 1.765 n/a n/a
200 4000.00 1010.35 53.207806 0.9950408508305134 0.996676 -676981.801491 153.864636 22.387953 78.299374 -361.233416 3911.922595 -10.063 0.000 2.372726 3.546250 2.450 n/a n/a
172 1000.00 1050.23 58.990157 0.9782533603508651 0.975150 -740626.842728 164.340022 24.713111 86.135352 -610.614770 3863.104922 -9.478 0.000 2.394596 2.088860 2.688 n/a n/a
201 7000.00 1037.95 50.496248 0.9951318174981969 0.996627 -627514.669934 147.530786 20.480470 73.889399 -218.278492 3433.191100 -9.655 0.000 2.461881 3.558682 2.120 n/a n/a
191 10000.00 1077.68 47.347603 0.9934517278813777 0.995585 -579514.964047 140.697335 18.955074 69.241526 -104.607091 3245.127884 -9.095 0.000 2.492534 3.704598 1.773 n/a n/a
201 4000.00 1008.35 52.945856 0.9951269006028971 0.996738 -674271.785744 153.097901 22.297074 77.900163 -360.537781 3902.107187 -10.094 0.000 2.370728 3.546891 2.465 n/a n/a
173 1000.00 1048.23 57.713126 0.9788673683930462 0.975837 -725511.433053 160.769338 24.218610 84.201035 -594.463232 3780.353484 -9.507 0.000 2.390407 2.084151 2.727 n/a n/a
192 10000.00 1075.68 47.037159 0.9935630028263255 0.995668 -576099.070573 139.809440 18.847744 68.773131 -104.228522 3235.003028 -9.123 0.000 2.490363 3.708240 1.781 n/a n/a
202 4000.00 1006.34 52.689715 0.9952108064863124 0.996797 -671623.957849 152.346309 22.208063 77.509715 -359.848716 3892.451702 -10.124 0.000 2.368773 3.547539 2.481 n/a n/a
202 7000.00 1035.95 50.252268 0.9951150960948897 0.996655 -624980.042360 146.808464 20.396990 73.513971 -217.845063 3424.423239 -9.684 0.000 2.459903 3.598154 2.134 n/a n/a
193 10000.00 1073.69 46.733982 0.9936722896009900 0.995749 -572769.330706 138.941121 18.742866 68.315944 -103.859256 3225.077631 -9.150 0.000 2.488227 3.711820 1.789 n/a n/a
174 1000.00 1046.23 56.498975 0.9794516798693518 0.976491 -711137.212161 157.370441 23.747928 82.362131 -579.237409 3701.555996 -9.535 0.000 2.386326 2.079453 2.765 n/a n/a
203 4000.00 1004.34 52.439196 0.9952926421593347 0.996855 -669036.355247 151.609378 22.120863 77.127753 -359.166021 3882.950784 -10.155 0.000 2.366861 3.548193 2.496 n/a n/a
203 7000.00 1033.95 50.008593 0.9951933228100361 0.996713 -622538.682587 146.091458 20.314534 73.144736 -217.416229 3415.716483 -9.713 0.000 2.457963 3.599333 2.148 n/a n/a
194 10000.00 1071.69 46.437864 0.9937795815326423 0.995829 -569523.220849 138.091808 18.640366 67.869638 -103.499050 3215.346159 -9.178 0.000 2.486126 3.715349 1.797 n/a n/a
175 1000.00 1044.22 55.343191 0.9800075112337313 0.977111 -697450.425598 154.131064 23.299355 80.611771 -564.866531 3626.432194 -9.564 0.000 2.382350 2.074769 2.803 n/a n/a
195 10000.00 1069.69 46.148602 0.9938848868630122 0.995907 -566358.283564 137.260948 18.540176 67.433896 -103.147666 3205.803152 -9.205 0.000 2.484060 3.718834 1.805 n/a n/a
204 7000.00 1031.95 49.769980 0.9952696444290831 0.996768 -620150.063625 145.387796 20.233684 72.783079 -216.992542 3407.142345 -9.742 0.000 2.456060 3.600520 2.162 n/a n/a

176 1000.00 1042.22 54.241634 0.9805361036603926 0.977701 -684401.851336 151.039960 22.871324 78.943661 -551.285774 3554.724649 -9.593 0.000 2.378476 2.070104 2.840 n/a n/a
196 10000.00 1067.70 45.866000 0.9939882238058102 0.995983 -563272.132756 136.448002 18.442227 67.008410 -102.804870 3196.443247 -9.233 0.000 2.482028 3.722280 1.813 n/a n/a
205 4000.00 1000.33 51.954331 0.9954503811556459 0.996966 -664034.379346 150.177671 21.951667 76.388230 -357.818983 3864.392348 -10.216 0.000 2.363161 3.549519 2.527 n/a n/a
177 1000.00 1040.22 53.190507 0.9810386981465247 0.978261 -671946.398006 148.086810 22.462398 77.352031 -538.435810 3486.196885 -9.622 0.000 2.374702 2.065459 2.878 n/a n/a
197 10000.00 1065.70 45.589866 0.9940896173291002 0.996058 -560262.456101 135.652449 18.346453 66.592879 -102.470435 3187.261198 -9.260 0.000 2.480031 3.725692 1.821 n/a n/a
206 4000.00 998.32 51.719916 0.9944395804461220 0.996020 -661634.836615 149.471074 21.870594 76.018827 -357.040616 3854.401995 -10.247 0.000 2.361063 3.303722 2.540 n/a n/a
178 1000.00 1038.22 52.186326 0.9815165177289567 0.978793 -660042.732726 145.262143 22.071258 75.831590 -526.262358 3420.631601 -9.651 0.000 2.371025 2.060835 2.915 n/a n/a
198 10000.00 1063.70 45.320016 0.9941890969822239 0.996131 -557327.015738 134.873783 18.252791 66.187016 -102.144142 3178.251891 -9.288 0.000 2.478069 3.729074 1.830 n/a n/a
199 10000.00 1061.70 45.056270 0.9942866953975787 0.996202 -554463.647839 134.111517 18.161180 65.790540 -101.825775 3169.410342 -9.316 0.000 2.476140 3.732430 1.838 n/a n/a
205 7000.00 1029.95 49.533395 0.9911220863026804 0.994231 -617865.671346 144.619156 20.132199 72.359611 -216.115337 3394.349821 -9.771 0.000 2.452713 3.786216 2.172 n/a n/a
179 1000.00 1036.22 51.225891 0.9819707550404106 0.979299 -648652.939124 142.557262 21.696692 74.377479 -514.715758 3357.829013 -9.680 0.000 2.367443 2.056232 2.951 n/a n/a
207 4000.00 996.32 51.434545 0.9930172642906699 0.994708 -658562.686745 148.635584 21.770470 75.573772 -356.077351 3842.871471 -10.278 0.000 2.358568 3.117291 2.550 n/a n/a

206 7000.00 1027.95 49.092911 0.9941983314750266 0.996239 -612871.271834 143.464146 19.990330 71.752043 -215.445367 3383.321382 -9.801 0.000 2.450803 3.788269 2.181 n/a n/a
180 1000.00 1034.21 50.306263 0.9824025638268543 0.979778 -637742.204930 139.964172 21.337587 72.985239 -503.750562 3297.605312 -9.709 0.000 2.363951 2.051651 2.988 n/a n/a
201 10000.00 1057.71 44.546404 0.9944763883745011 0.996341 -548944.836973 132.634311 17.983874 65.024674 -101.211997 3152.211286 -9.372 0.000 2.472384 3.739075 1.854 n/a n/a
208 4000.00 994.31 51.077558 0.9930967650130076 0.994769 -654509.181192 147.640649 21.642357 75.045037 -355.078642 3831.036068 -10.309 0.000 2.356107 3.114278 2.560 n/a n/a
207 7000.00 1025.95 48.807660 0.9930277231470110 0.995366 -609764.852770 142.621019 19.888811 71.295266 -214.774886 3372.210919 -9.830 0.000 2.448260 3.692513 2.191 n/a n/a
181 1000.00 1032.21 49.424736 0.9828130534906203 0.980233 -627278.537775 137.475521 20.992921 71.650768 -493.325156 3239.791258 -9.738 0.000 2.360549 2.047091 3.024 n/a n/a
202 10000.00 1055.71 44.299955 0.9945685554391702 0.996408 -546285.424047 131.918474 17.898068 64.654772 -100.916190 3143.844511 -9.400 0.000 2.470556 3.742369 1.862 n/a n/a
208 7000.00 1023.96 48.466829 0.9935781103899143 0.995774 -605939.227513 141.673479 19.771150 70.790709 -214.107230 3361.108877 -9.860 0.000 2.445985 3.725499 2.201 n/a n/a
209 4000.00 992.31 50.727080 0.9931749165782648 0.994828 -650528.400882 146.662845 21.516408 74.525960 -354.088778 3819.372842 -10.340 0.000 2.353682 3.111286 2.570 n/a n/a
203 10000.00 1053.72 44.058951 0.9946589853014545 0.996473 -543690.139656 131.217241 17.814088 64.293227 -100.627516 3135.626958 -9.429 0.000 2.468761 3.745646 1.870 n/a n/a
209 7000.00 1021.96 48.155052 0.9936888000698770 0.995855 -602475.891703 140.791454 19.662555 70.321410 -213.457061 3350.461207 -9.889 0.000 2.443747 3.728989 2.211 n/a n/a
204 10000.00 1051.72 43.823243 0.9947477148058254 0.996537 -541157.165819 130.530202 17.731883 63.939806 -100.345793 3127.554336 -9.457 0.000 2.466999 3.748909 1.878 n/a n/a
210 4000.00 990.31 50.382942 0.9932517233691450 0.994887 -646618.450690 145.701725 21.392565 74.016287 -353.107542 3807.877004 -10.372 0.000 2.351291 3.108315 2.580 n/a n/a
183 1000.00 1028.21 47.766229 0.9835742735948207 0.981076 -607577.012669 132.784982 20.343205 69.140336 -473.944370 3130.780340 -9.797 0.000 2.353998 2.038032 3.095 n/a n/a
205 10000.00 1049.72 43.592683 0.9948347805391952 0.996600 -538684.747357 129.856959 17.651403 63.594280 -100.070844 3119.622488 -9.485 0.000 2.465269 3.752159 1.887 n/a n/a
210 7000.00 1019.96 47.850608 0.9937972619992100 0.995934 -599100.434805 139.928824 19.556443 69.863408 -212.817405 3340.015289 -9.919 0.000 2.441546 3.732439 2.221 n/a n/a
211 4000.00 988.30 50.044980 0.9933271926476318 0.994944 -642777.486561 144.756855 21.270776 73.515771 -352.134724 3796.543894 -10.403 0.000 2.348933 3.105361 2.590 n/a n/a
184 1000.00 1026.20 46.984839 0.9839269799880869 0.981465 -598287.070307 130.571098 20.036486 67.957693 -464.921936 3079.306784 -9.826 0.000 2.350845 2.033531 3.131 n/a n/a
206 10000.00 1047.72 43.367131 0.9949202186490450 0.996662 -536271.189623 129.197129 17.572599 63.256429 -99.802497 3111.827387 -9.514 0.000 2.463571 3.755397 1.895 n/a n/a
212 4000.00 986.30 49.713035 0.9934013338273912 0.995001 -639003.714744 143.827814 21.150987 73.024170 -351.170118 3785.368981 -10.434 0.000 2.346610 3.102425 2.600 n/a n/a
